locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_011405655.1_01469	CDS	651				hypothetical protein
GCF_011405655.1_01470	CDS	1935				hypothetical protein
GCF_011405655.1_01471	CDS	1188				hypothetical protein
GCF_011405655.1_01472	CDS	1257	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
GCF_011405655.1_01473	CDS	2175	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
GCF_011405655.1_01474	CDS	528				hypothetical protein
GCF_011405655.1_01475	CDS	1023				hypothetical protein
GCF_011405655.1_01476	CDS	1056	mreB		COG1077	Cell shape-determining protein MreB
GCF_011405655.1_01477	CDS	1581	urdA_7	1.3.99.33	COG0431	Urocanate reductase
GCF_011405655.1_01478	CDS	1068				hypothetical protein
GCF_011405655.1_01479	CDS	1290	hoxH	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
GCF_011405655.1_01480	CDS	789				hypothetical protein
GCF_011405655.1_01481	CDS	903	asrB		COG0543	Anaerobic sulfite reductase subunit B
GCF_011405655.1_01482	CDS	1026	asrA		COG1145	Anaerobic sulfite reductase subunit A
GCF_011405655.1_01483	CDS	405	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
GCF_011405655.1_01484	CDS	1386				hypothetical protein
GCF_011405655.1_01485	CDS	534	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
GCF_011405655.1_01486	CDS	1446	rlmCD_2	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
GCF_011405655.1_01487	tRNA	76				tRNA-Arg(ccg)
GCF_011405655.1_01488	CDS	948	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
GCF_011405655.1_01489	CDS	405				hypothetical protein
GCF_011405655.1_01490	tRNA	75				tRNA-Glu(ttc)
GCF_011405655.1_01491	CDS	1002				hypothetical protein
GCF_011405655.1_01492	CDS	1452	ugtP	2.4.1.315		Processive diacylglycerol beta-glucosyltransferase
GCF_011405655.1_01493	CDS	1518	rhlE	3.6.4.13		ATP-dependent RNA helicase RhlE
GCF_011405655.1_01494	CDS	408				hypothetical protein
GCF_011405655.1_01495	CDS	357	rplT		COG0292	50S ribosomal protein L20
GCF_011405655.1_01496	CDS	198	rpmI			50S ribosomal protein L35
GCF_011405655.1_01497	CDS	573	infC		COG0290	Translation initiation factor IF-3
GCF_011405655.1_01498	CDS	1287				hypothetical protein
GCF_011405655.1_01499	CDS	360				hypothetical protein
GCF_011405655.1_01500	CDS	2916				hypothetical protein
GCF_011405655.1_01501	CDS	777	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
GCF_011405655.1_01502	CDS	930				hypothetical protein
GCF_011405655.1_01503	CDS	1068				hypothetical protein
GCF_011405655.1_01504	CDS	810				hypothetical protein
GCF_011405655.1_01505	CDS	1329		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
GCF_011405655.1_01506	CDS	1257	ahcY_2	3.3.1.1	COG0499	Adenosylhomocysteinase
GCF_011405655.1_01507	CDS	324				hypothetical protein
GCF_011405655.1_01508	CDS	735	arsM	2.1.1.137		Arsenite methyltransferase
GCF_011405655.1_01509	CDS	891				hypothetical protein
GCF_011405655.1_01510	CDS	609	soeB_4		COG0437	Sulfite dehydrogenase subunit B
GCF_011405655.1_01511	CDS	2433	napA_4	1.9.6.1		Periplasmic nitrate reductase
GCF_011405655.1_01512	CDS	759				hypothetical protein
GCF_011405655.1_01513	CDS	594				hypothetical protein
GCF_011405655.1_01514	CDS	324				hypothetical protein
GCF_011405655.1_01515	CDS	693	dmsD_3		COG3381	Tat proofreading chaperone DmsD
GCF_011405655.1_01516	CDS	624	dmsB_9		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_011405655.1_01517	CDS	2649	dmsA_7	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_011405655.1_01518	CDS	1059				hypothetical protein
GCF_011405655.1_01519	CDS	3579	smc_4		COG1196	Chromosome partition protein Smc
GCF_011405655.1_01520	CDS	873	rnc	3.1.26.3		Ribonuclease 3
GCF_011405655.1_01521	CDS	1059	plsX	2.3.1.274		Phosphate acyltransferase
GCF_011405655.1_01522	CDS	180	rpmF			50S ribosomal protein L32
GCF_011405655.1_01523	CDS	1374	eriC		COG0038	Chloride/fluoride channel protein
GCF_011405655.1_01524	CDS	558			COG1399	putative protein
GCF_011405655.1_01525	CDS	459				hypothetical protein
GCF_011405655.1_01526	CDS	585				hypothetical protein
GCF_011405655.1_01527	CDS	2184	recG	3.6.4.12		ATP-dependent DNA helicase RecG
GCF_011405655.1_01528	CDS	1635				putative protein
GCF_011405655.1_01529	CDS	348				putative protein
GCF_011405655.1_01530	CDS	192	rpmB		COG0227	50S ribosomal protein L28
GCF_011405655.1_01531	CDS	717				hypothetical protein
GCF_011405655.1_01532	CDS	909				hypothetical protein
GCF_011405655.1_01533	CDS	816	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
GCF_011405655.1_01534	CDS	1299	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
GCF_011405655.1_01535	CDS	711	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
GCF_011405655.1_01536	CDS	468	ogt_2	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
GCF_011405655.1_01537	CDS	1314				hypothetical protein
GCF_011405655.1_01538	CDS	2559	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_01539	CDS	999	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
GCF_011405655.1_01540	CDS	702	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
GCF_011405655.1_01541	CDS	1314	der_2		COG1160	GTPase Der
GCF_011405655.1_01542	CDS	1629				hypothetical protein
GCF_011405655.1_01543	CDS	897	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
GCF_011405655.1_01544	CDS	870				hypothetical protein
GCF_011405655.1_01545	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
GCF_011405655.1_01546	CDS	1338	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GCF_011405655.1_01547	CDS	1248				hypothetical protein
GCF_011405655.1_01548	CDS	348				hypothetical protein
GCF_011405655.1_01549	CDS	261				hypothetical protein
GCF_011405655.1_01550	CDS	252				hypothetical protein
GCF_011405655.1_01551	CDS	186				hypothetical protein
GCF_011405655.1_01552	CDS	198				hypothetical protein
GCF_011405655.1_01553	CDS	381				hypothetical protein
GCF_011405655.1_01554	CDS	210				hypothetical protein
GCF_011405655.1_01555	CDS	168				hypothetical protein
GCF_011405655.1_01556	CDS	165				hypothetical protein
GCF_011405655.1_01557	CDS	192				hypothetical protein
GCF_011405655.1_01558	CDS	141				hypothetical protein
GCF_011405655.1_01559	CDS	1494				hypothetical protein
GCF_011405655.1_01560	CDS	258				hypothetical protein
GCF_011405655.1_01561	CDS	618				hypothetical protein
GCF_011405655.1_01562	CDS	810				hypothetical protein
GCF_011405655.1_01563	CDS	1209				IS110 family transposase ISBth13
GCF_011405655.1_01564	CDS	321				hypothetical protein
GCF_011405655.1_01565	CDS	1419				hypothetical protein
GCF_011405655.1_01566	CDS	2265	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_01567	CDS	981				hypothetical protein
GCF_011405655.1_01568	CDS	399	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
GCF_011405655.1_01569	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
GCF_011405655.1_01570	CDS	825	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
GCF_011405655.1_01571	CDS	828	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
GCF_011405655.1_01572	CDS	981	scpB			Segregation and condensation protein B
GCF_011405655.1_01573	CDS	792	scpA		COG1354	Segregation and condensation protein A
GCF_011405655.1_01574	CDS	717				hypothetical protein
GCF_011405655.1_01575	CDS	1926				hypothetical protein
GCF_011405655.1_01576	CDS	462	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
GCF_011405655.1_01577	CDS	2193	btuD_9	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_011405655.1_01578	CDS	504				hypothetical protein
GCF_011405655.1_01579	CDS	1275				hypothetical protein
GCF_011405655.1_01580	tRNA	75				tRNA-Val(cac)
GCF_011405655.1_01581	CDS	1059	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
GCF_011405655.1_01582	CDS	2043	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
GCF_011405655.1_01583	CDS	1686				hypothetical protein
GCF_011405655.1_01584	tRNA	76				tRNA-Lys(ctt)
GCF_011405655.1_01585	tRNA	77				tRNA-His(gtg)
GCF_011405655.1_01586	CDS	714	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
GCF_011405655.1_01587	CDS	1134				hypothetical protein
GCF_011405655.1_01588	tRNA	75				tRNA-Met(cat)
GCF_011405655.1_01589	CDS	1728	argS	6.1.1.19		Arginine--tRNA ligase
GCF_011405655.1_01590	CDS	1605				hypothetical protein
GCF_011405655.1_01591	CDS	996	arcB_1	2.1.3.3		Ornithine carbamoyltransferase, catabolic
GCF_011405655.1_01592	CDS	1224	arcA_2	3.5.3.6	COG2235	Arginine deiminase
GCF_011405655.1_01593	tRNA	77				tRNA-Pro(tgg)
GCF_011405655.1_01594	CDS	1260				hypothetical protein
GCF_011405655.1_01595	CDS	1080				hypothetical protein
GCF_011405655.1_01596	CDS	1824				hypothetical protein
GCF_011405655.1_01597	CDS	1548				hypothetical protein
GCF_011405655.1_01598	CDS	1599	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
GCF_011405655.1_01599	CDS	564				hypothetical protein
GCF_011405655.1_01600	CDS	270				hypothetical protein
GCF_011405655.1_01601	tRNA	74				tRNA-Gly(tcc)
GCF_011405655.1_01602	tRNA	76				tRNA-Arg(tct)
GCF_011405655.1_01603	CDS	1173	nrfA_1	1.7.2.2		Cytochrome c-552
GCF_011405655.1_01604	CDS	1461	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_01605	CDS	684	phoP_3		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
GCF_011405655.1_01606	CDS	918	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
GCF_011405655.1_01607	CDS	1191	padG	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit alpha
GCF_011405655.1_01608	CDS	546	rsxB_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
GCF_011405655.1_01609	CDS	672				hypothetical protein
GCF_011405655.1_01610	CDS	657				hypothetical protein
GCF_011405655.1_01611	CDS	1344		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
GCF_011405655.1_01612	CDS	795	malT_3			HTH-type transcriptional regulator MalT
GCF_011405655.1_01613	CDS	954	arcC1_2	2.7.2.2		Carbamate kinase 1
GCF_011405655.1_01614	CDS	1446				hypothetical protein
GCF_011405655.1_01615	CDS	222				hypothetical protein
GCF_011405655.1_01616	CDS	1110	aguA_2	3.5.3.12	COG2957	Putative agmatine deiminase
GCF_011405655.1_01617	CDS	1092	ptcA_1	2.1.3.6	COG0078	Putrescine carbamoyltransferase
GCF_011405655.1_01618	CDS	312				hypothetical protein
GCF_011405655.1_01619	CDS	1584	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
GCF_011405655.1_01620	CDS	1494	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
GCF_011405655.1_01621	CDS	312	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
GCF_011405655.1_01622	CDS	720				hypothetical protein
GCF_011405655.1_01623	CDS	1128				hypothetical protein
GCF_011405655.1_01624	CDS	1206	yhhS_2			putative MFS-type transporter YhhS
GCF_011405655.1_01625	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
GCF_011405655.1_01626	CDS	1383				hypothetical protein
GCF_011405655.1_01627	CDS	1122				hypothetical protein
GCF_011405655.1_01628	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GCF_011405655.1_01629	CDS	3459	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
GCF_011405655.1_01630	CDS	234				hypothetical protein
GCF_011405655.1_01631	CDS	465				hypothetical protein
GCF_011405655.1_01632	CDS	297				hypothetical protein
GCF_011405655.1_01633	CDS	429	atpC			ATP synthase epsilon chain
GCF_011405655.1_01634	CDS	1446	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
GCF_011405655.1_01635	CDS	930	atpG			ATP synthase gamma chain
GCF_011405655.1_01636	CDS	1566	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
GCF_011405655.1_01637	CDS	579	atpH_1			ATP synthase subunit delta
GCF_011405655.1_01638	CDS	612	atpF			ATP synthase subunit b
GCF_011405655.1_01639	CDS	219	atpH_2			ATP synthase subunit c
GCF_011405655.1_01640	CDS	774	atpB		COG0356	ATP synthase subunit a
GCF_011405655.1_01641	CDS	285				hypothetical protein
GCF_011405655.1_01642	CDS	459	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
GCF_011405655.1_01643	CDS	642	upp	2.4.2.9		Uracil phosphoribosyltransferase
GCF_011405655.1_01644	CDS	1257	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
GCF_011405655.1_01645	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
GCF_011405655.1_01646	CDS	1491	glpK	2.7.1.30	COG0554	Glycerol kinase
GCF_011405655.1_01647	CDS	2181				hypothetical protein
GCF_011405655.1_01648	CDS	1059				hypothetical protein
GCF_011405655.1_01649	CDS	786	mcrC_1		COG4268	Protein McrC
GCF_011405655.1_01650	CDS	1008		3.1.1.23	COG2267	Monoacylglycerol lipase
GCF_011405655.1_01651	CDS	786	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
GCF_011405655.1_01652	CDS	1824				hypothetical protein
GCF_011405655.1_01653	CDS	1353	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
GCF_011405655.1_01654	CDS	1431	alsT_3		COG1115	Amino-acid carrier protein AlsT
GCF_011405655.1_01655	CDS	1431	alsT_4		COG1115	Amino-acid carrier protein AlsT
GCF_011405655.1_01656	CDS	1827				hypothetical protein
GCF_011405655.1_01657	CDS	1467				hypothetical protein
GCF_011405655.1_01658	CDS	483				hypothetical protein
GCF_011405655.1_01659	CDS	1533				hypothetical protein
GCF_011405655.1_01660	CDS	297	fixX_2		COG2440	Ferredoxin-like protein FixX
GCF_011405655.1_01661	CDS	1296		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
GCF_011405655.1_01662	CDS	885	fixB_2		COG2025	Protein FixB
GCF_011405655.1_01663	CDS	756	fixA_3		COG2086	Protein FixA
GCF_011405655.1_01664	CDS	738				hypothetical protein
GCF_011405655.1_01665	CDS	1257	caiB	2.8.3.21		L-carnitine CoA-transferase
GCF_011405655.1_01666	CDS	1545		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
GCF_011405655.1_01667	CDS	771	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
GCF_011405655.1_01668	CDS	1161	caiA_4	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
GCF_011405655.1_01669	CDS	426				hypothetical protein
GCF_011405655.1_01670	CDS	810	ecfT_3		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
GCF_011405655.1_01671	CDS	999	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
GCF_011405655.1_01672	CDS	837	ecfA1_1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
GCF_011405655.1_01673	CDS	642	ribU		COG3601	Riboflavin transporter RibU
GCF_011405655.1_01674	CDS	897	fpuD	7.2.2.-	COG1120	Petrobactin import ATP-binding protein FpuD
GCF_011405655.1_01675	CDS	999	hmuU		COG0609	Hemin transport system permease protein HmuU
GCF_011405655.1_01676	CDS	1017	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
GCF_011405655.1_01677	CDS	1014	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
GCF_011405655.1_01678	CDS	1101	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
GCF_011405655.1_01679	CDS	834				hypothetical protein
GCF_011405655.1_01680	CDS	225				hypothetical protein
GCF_011405655.1_01681	CDS	324				hypothetical protein
GCF_011405655.1_01682	CDS	2697	secDF		COG0341	Protein translocase subunit SecDF
GCF_011405655.1_01683	CDS	1434				hypothetical protein
GCF_011405655.1_01684	CDS	1641				hypothetical protein
GCF_011405655.1_01685	CDS	714				hypothetical protein
GCF_011405655.1_01686	CDS	714				hypothetical protein
GCF_011405655.1_01687	CDS	1098	queA	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
GCF_011405655.1_01688	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
GCF_011405655.1_01689	CDS	369				hypothetical protein
GCF_011405655.1_01690	CDS	693	hrb		COG1773	High molecular weight rubredoxin
GCF_011405655.1_01691	CDS	126				hypothetical protein
GCF_011405655.1_01692	CDS	243				hypothetical protein
GCF_011405655.1_01693	CDS	2724				hypothetical protein
GCF_011405655.1_01694	CDS	2724				hypothetical protein
GCF_011405655.1_01695	CDS	1134	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
GCF_011405655.1_01696	CDS	2901				hypothetical protein
GCF_011405655.1_01697	CDS	1455				hypothetical protein
GCF_011405655.1_01698	CDS	3147				hypothetical protein
GCF_011405655.1_01699	CDS	1014	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
GCF_011405655.1_01700	CDS	1260	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
GCF_011405655.1_01701	CDS	447				hypothetical protein
GCF_011405655.1_01702	CDS	348				hypothetical protein
GCF_011405655.1_01703	CDS	921	arnC_1	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GCF_011405655.1_01704	CDS	1026		5.1.3.2	COG1088	UDP-glucose 4-epimerase
GCF_011405655.1_01705	CDS	1194	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
GCF_011405655.1_01706	CDS	1371	gltS			Sodium/glutamate symporter
GCF_011405655.1_01707	CDS	894	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
GCF_011405655.1_01708	CDS	1605				hypothetical protein
GCF_011405655.1_01709	CDS	921				hypothetical protein
GCF_011405655.1_01710	CDS	1254				hypothetical protein
GCF_011405655.1_01711	CDS	1527				hypothetical protein
GCF_011405655.1_01712	CDS	255	dltC		COG0236	D-alanyl carrier protein
GCF_011405655.1_01713	CDS	1185				hypothetical protein
GCF_011405655.1_01714	CDS	1539	dltA_3	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
GCF_011405655.1_01715	CDS	165				hypothetical protein
GCF_011405655.1_01716	CDS	1236				hypothetical protein
GCF_011405655.1_01717	CDS	2706	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GCF_011405655.1_01718	CDS	1110				hypothetical protein
GCF_011405655.1_01719	CDS	1059	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GCF_011405655.1_01720	CDS	1353	hldE	2.7.7.70		Bifunctional protein HldE
GCF_011405655.1_01721	CDS	663				hypothetical protein
GCF_011405655.1_01722	CDS	2598				hypothetical protein
GCF_011405655.1_01723	CDS	2310				hypothetical protein
GCF_011405655.1_01724	CDS	1419				hypothetical protein
GCF_011405655.1_01725	CDS	276				hypothetical protein
GCF_011405655.1_01726	CDS	246	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
GCF_011405655.1_01727	CDS	1299				hypothetical protein
GCF_011405655.1_01728	CDS	1275				hypothetical protein
GCF_011405655.1_01729	CDS	1953				hypothetical protein
GCF_011405655.1_01730	CDS	1695	lpxD	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
GCF_011405655.1_01731	CDS	702				hypothetical protein
GCF_011405655.1_01732	CDS	1398				hypothetical protein
GCF_011405655.1_01733	CDS	1356				hypothetical protein
GCF_011405655.1_01734	CDS	1656				hypothetical protein
GCF_011405655.1_01735	CDS	1089	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
GCF_011405655.1_01736	CDS	1227	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
GCF_011405655.1_01737	CDS	1239				hypothetical protein
GCF_011405655.1_01738	CDS	1092				hypothetical protein
GCF_011405655.1_01739	CDS	258				hypothetical protein
GCF_011405655.1_01740	CDS	447				hypothetical protein
GCF_011405655.1_01741	CDS	351				IS256 family transposase ISCce2
GCF_011405655.1_01742	CDS	159				hypothetical protein
GCF_011405655.1_01743	CDS	891				hypothetical protein
GCF_011405655.1_01744	CDS	276				hypothetical protein
GCF_011405655.1_01745	CDS	162				hypothetical protein
GCF_011405655.1_01746	CDS	234				IS21 family transposase ISBlo2
GCF_011405655.1_01747	CDS	813				hypothetical protein
GCF_011405655.1_01748	CDS	1314				hypothetical protein
GCF_011405655.1_01749	CDS	1572				hypothetical protein
GCF_011405655.1_01750	CDS	960				hypothetical protein
GCF_011405655.1_01751	CDS	1293				hypothetical protein
GCF_011405655.1_01752	CDS	1314				hypothetical protein
GCF_011405655.1_01753	CDS	1905				hypothetical protein
GCF_011405655.1_01754	CDS	1245	tarK_1	2.7.8.46		Teichoic acid ribitol-phosphate primase
GCF_011405655.1_01755	CDS	1023	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase 1
GCF_011405655.1_01756	CDS	705	tarI	2.7.7.40		Ribitol-5-phosphate cytidylyltransferase
GCF_011405655.1_01757	CDS	1416				hypothetical protein
GCF_011405655.1_01758	CDS	963				hypothetical protein
GCF_011405655.1_01759	CDS	927				hypothetical protein
GCF_011405655.1_01760	CDS	342				hypothetical protein
GCF_011405655.1_01761	CDS	171				hypothetical protein
GCF_011405655.1_01762	CDS	231				hypothetical protein
GCF_011405655.1_01763	CDS	1134	tarK_2	2.7.8.46		Teichoic acid ribitol-phosphate primase
GCF_011405655.1_01764	CDS	750	tagH	7.5.2.4		Teichoic acids export ATP-binding protein TagH
GCF_011405655.1_01765	CDS	810	tagG		COG1682	Teichoic acid translocation permease protein TagG
GCF_011405655.1_01766	CDS	288				hypothetical protein
GCF_011405655.1_01767	CDS	2997				hypothetical protein
GCF_011405655.1_01768	CDS	1146	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
GCF_011405655.1_01769	CDS	2268				hypothetical protein
GCF_011405655.1_01770	CDS	576	mepS	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
GCF_011405655.1_01771	CDS	2136	ligA	6.5.1.2		DNA ligase
GCF_011405655.1_01772	CDS	537				hypothetical protein
GCF_011405655.1_01773	CDS	1068	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
GCF_011405655.1_01774	CDS	2571	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_01775	CDS	1848	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
GCF_011405655.1_01776	CDS	552				hypothetical protein
GCF_011405655.1_01777	CDS	2451	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
GCF_011405655.1_01778	CDS	1062	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
GCF_011405655.1_01779	CDS	1206				hypothetical protein
GCF_011405655.1_01780	CDS	291				hypothetical protein
GCF_011405655.1_01781	CDS	447				hypothetical protein
GCF_011405655.1_01782	CDS	1617	recN		COG0497	DNA repair protein RecN
GCF_011405655.1_01783	CDS	1644				hypothetical protein
GCF_011405655.1_01784	CDS	2154	uvrB		COG0556	UvrABC system protein B
GCF_011405655.1_01785	CDS	1032				hypothetical protein
GCF_011405655.1_01786	CDS	390				hypothetical protein
GCF_011405655.1_01787	CDS	1752	ifcA_7	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_01788	CDS	861				hypothetical protein
GCF_011405655.1_01789	CDS	303				hypothetical protein
GCF_011405655.1_01790	CDS	441				hypothetical protein
GCF_011405655.1_01791	CDS	600	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
GCF_011405655.1_01792	CDS	1218	rpsA		COG0539	30S ribosomal protein S1
GCF_011405655.1_01793	CDS	1401				hypothetical protein
GCF_011405655.1_01794	CDS	1047				hypothetical protein
GCF_011405655.1_01795	CDS	261				hypothetical protein
GCF_011405655.1_01796	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
GCF_011405655.1_01797	CDS	1326	amt			Ammonia channel
GCF_011405655.1_01798	CDS	666				hypothetical protein
GCF_011405655.1_01799	CDS	930				hypothetical protein
GCF_011405655.1_01800	CDS	483				hypothetical protein
GCF_011405655.1_01801	CDS	900				hypothetical protein
GCF_011405655.1_01802	CDS	651	torD_6			Chaperone protein TorD
GCF_011405655.1_01803	CDS	555	dmsB_10		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_011405655.1_01804	CDS	552	dmsB_11		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_011405655.1_01805	CDS	2445		4.2.1.112		Acetylene hydratase
GCF_011405655.1_01806	CDS	1995	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
GCF_011405655.1_01807	CDS	261				hypothetical protein
GCF_011405655.1_01808	CDS	588	nusB			Transcription antitermination protein NusB
GCF_011405655.1_01809	CDS	351				hypothetical protein
GCF_011405655.1_01810	CDS	1353	accC	6.3.4.14	COG0439	Biotin carboxylase
GCF_011405655.1_01811	CDS	1872	oadA	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
GCF_011405655.1_01812	CDS	1428				hypothetical protein
GCF_011405655.1_01813	CDS	606				hypothetical protein
GCF_011405655.1_01814	CDS	1725				hypothetical protein
GCF_011405655.1_01815	CDS	1497				hypothetical protein
GCF_011405655.1_01816	CDS	885	degV		COG1307	Protein DegV
GCF_011405655.1_01817	CDS	495				IS200/IS605 family transposase ISStin10
GCF_011405655.1_01818	CDS	495				IS200/IS605 family transposase ISStin10
GCF_011405655.1_01819	CDS	564	efp		COG0231	Elongation factor P
GCF_011405655.1_01820	CDS	1521				hypothetical protein
GCF_011405655.1_01821	CDS	2487	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
GCF_011405655.1_01822	CDS	627	dmsB_12		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_011405655.1_01823	CDS	594	dmsD_4		COG3381	Tat proofreading chaperone DmsD
GCF_011405655.1_01824	CDS	744				hypothetical protein
GCF_011405655.1_01825	CDS	954				hypothetical protein
GCF_011405655.1_01826	CDS	1146		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
GCF_011405655.1_01827	CDS	450	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
